1;172705;3.865000;108.875381;964.148987
2;31409;2.242000;107.314972;942.931030
3;200110;9.865000;101.584351;877.786011
4;32430;3.149000;66.825867;826.698975
5;30644;90.222000;496.277985;902.333984
6;59689;1.918000;73.772659;806.265991
7;286095;56.715000;455.787506;854.859985
8;12167;32.462002;431.335480;830.208984
9;180463;2.923000;67.124397;800.070984
10;48290;47.926998;445.732513;843.538025
11;235046;75.334999;472.320007;869.304993
12;21460;3.445000;114.975433;793.896973
13;262737;4.974000;79.518661;795.260010
14;158585;3.168000;81.895622;786.901978
15;986;33.053001;422.075500;811.098022
16;12157;2.229000;73.979462;777.966003
17;115415;21.164000;407.283997;793.403992
18;274502;1.991000;60.207348;770.591003
19;164469;35.820000;418.276001;800.731995
20;299333;1.844000;52.621162;765.979980
21;167454;1.594000;53.262112;765.392029
22;294090;1.527000;67.178604;764.793030
23;224254;1.717000;41.404236;764.737000
24;25792;22.589001;104.469788;782.940002
25;105810;3.102000;70.449234;763.385010
26;125473;72.009003;451.652527;831.296021
27;192568;210.725998;590.011963;969.297974
28;290146;81.182999;458.187988;835.192993
29;245861;90.010002;466.726501;843.442993
30;41318;120.329002;496.107483;871.885986
31;75007;98.821999;474.419006;850.015991
32;297439;23.700001;398.618500;773.536987
33;132093;12.698000;142.448425;759.916016
34;169512;3.651000;111.817001;748.312988
35;142350;64.982002;435.844482;806.706970
36;39164;2.439000;60.368721;739.393982
37;209123;2.205000;72.141991;739.140991
38;172652;106.244003;470.161499;834.078979
39;181963;2.651000;47.952415;728.742004
40;18605;4.004000;71.671478;729.921021
41;74144;97.219002;458.804993;820.390991
42;110567;73.783997;434.691986;795.599976
43;127819;92.439003;453.042023;813.645020
44;113502;3.010000;78.969521;723.513000
45;233969;3.794000;66.190308;723.768005
46;226944;2.379000;51.934814;722.146973
47;73697;3.826000;65.228233;723.130005
48;147623;59.084999;418.018524;776.952026
49;165538;91.411003;450.187012;808.963013
50;95796;11.419000;116.052490;728.731995
